Index,ProductName,ScrapeDate,ScrapedIndex,ScrapedIndexTrueRank,CorrectedIndexTrueRank,ScrapedIndexPrice,CorrectedPrice,ScrapedIndexVendor,ScrapedIndexVendorType,BBScrapedPrice,BBVendorType,BBVendor,BBCorrectedPrice
1611,"Camco 42805 60"" x 78"" Handy Mat with Strap",2016-06-21,22,21,21,26,26,Dreem Deals,Other,11.19,Amazon,Ships from and sold by Amazon.com.,18.189999999999998
1612,"Camco 42805 60"" x 78"" Handy Mat with Strap",2016-06-21,31,29,22,26.77,26.77,SmithRV,Other,11.19,Amazon,Ships from and sold by Amazon.com.,18.189999999999998
1613,"Camco 42805 60"" x 78"" Handy Mat with Strap",2016-06-21,23,22,23,26.94,26.94,RV Parts Inc,Other,11.19,Amazon,Ships from and sold by Amazon.com.,18.189999999999998
1614,"Camco 42805 60"" x 78"" Handy Mat with Strap",2016-06-21,24,23,24,27.23,27.23,Orange Coast Infiniti,Other,11.19,Amazon,Ships from and sold by Amazon.com.,18.189999999999998
1615,"Camco 42805 60"" x 78"" Handy Mat with Strap",2016-06-21,25,24,25,27.32,27.32,RV and Auto Parts,Other,11.19,Amazon,Ships from and sold by Amazon.com.,18.189999999999998
1616,"Camco 42805 60"" x 78"" Handy Mat with Strap",2016-06-21,27,26,26,28.99,28.99,IPC-Store,Other,11.19,Amazon,Ships from and sold by Amazon.com.,18.189999999999998
1617,"Camco 42805 60"" x 78"" Handy Mat with Strap",2016-06-21,28,27,27,29.99,29.99,Offshore Wake,Other,11.19,Amazon,Ships from and sold by Amazon.com.,18.189999999999998
1618,"Camco 42805 60"" x 78"" Handy Mat with Strap",2016-06-21,26,25,28,28.99,35.99,Panda Berry (No tax),FBA,11.19,Amazon,Ships from and sold by Amazon.com.,18.189999999999998
1619,"Camco 42805 60"" x 78"" Handy Mat with Strap",2016-06-21,29,28,29,36.99,36.99,LEE COO,Other,11.19,Amazon,Ships from and sold by Amazon.com.,18.189999999999998
1620,Canon PowerShot ELPH 170 IS (Blue),2016-06-19,1,1,1,119,119,Focus Camera,Other,-1,O,Ships from and sold by Focus Camera.,119.0
1621,Canon PowerShot ELPH 170 IS (Blue),2016-06-19,2,1,1,119,119,Adorama Camera,Other,-1,O,Ships from and sold by Focus Camera.,119.0
1622,Canon PowerShot ELPH 170 IS (Blue),2016-06-19,4,3,2,119.99,119.99,"Unique Photo, Inc.",Other,-1,O,Ships from and sold by Focus Camera.,119.0
1623,Canon PowerShot ELPH 170 IS (Blue),2016-06-19,5,3,2,119.99,119.99,Norman Camera & Video,Other,-1,O,Ships from and sold by Focus Camera.,119.0
1624,Canon PowerShot ELPH 170 IS (Blue),2016-06-19,3,2,3,119,124.59,Amazon.com,Amazon,-1,O,Ships from and sold by Focus Camera.,119.0
1625,Canon PowerShot ELPH 170 IS (Blue),2016-06-19,6,4,4,129.95,129.95,TheImagingWorld,Other,-1,O,Ships from and sold by Focus Camera.,119.0
1626,"Carlisle 36141503 Duo-Pan Dustpan & Lobby Broom Combo, 3 Foot Overall Height, Black",2016-06-26,1,1,1,15.25,23.05,Amazon.com,Amazon,15.25,Amazon,Ships from and sold by Amazon.com.,23.05
1627,"Carlisle 36141503 Duo-Pan Dustpan & Lobby Broom Combo, 3 Foot Overall Height, Black",2016-06-26,2,2,2,23.95,23.95,IndustrialSupplies,Other,15.25,Amazon,Ships from and sold by Amazon.com.,23.05
1628,"Carlisle 36141503 Duo-Pan Dustpan & Lobby Broom Combo, 3 Foot Overall Height, Black",2016-06-26,3,3,3,30.3,30.3,Super Best Deal LLC,Other,15.25,Amazon,Ships from and sold by Amazon.com.,23.05
1629,"Carlisle 36141503 Duo-Pan Dustpan & Lobby Broom Combo, 3 Foot Overall Height, Black",2016-06-26,4,4,4,30.33,30.33,East 2 West Deals,Other,15.25,Amazon,Ships from and sold by Amazon.com.,23.05
1630,"Carlisle 36141503 Duo-Pan Dustpan & Lobby Broom Combo, 3 Foot Overall Height, Black",2016-06-26,5,5,5,30.38,30.38,Zoom Supply,Other,15.25,Amazon,Ships from and sold by Amazon.com.,23.05
1631,"Carlisle 36141503 Duo-Pan Dustpan & Lobby Broom Combo, 3 Foot Overall Height, Black",2016-06-26,6,6,6,31.26,31.26,Wasserstrom Restaurant Supply,Other,15.25,Amazon,Ships from and sold by Amazon.com.,23.05
1632,"Carlisle 36141503 Duo-Pan Dustpan & Lobby Broom Combo, 3 Foot Overall Height, Black",2016-06-26,7,7,7,40.38,40.38,ietech,Other,15.25,Amazon,Ships from and sold by Amazon.com.,23.05
1633,"Carlisle 36141503 Duo-Pan Dustpan & Lobby Broom Combo, 3 Foot Overall Height, Black",2016-06-26,8,8,8,46.49,46.49,HDstyle,Other,15.25,Amazon,Ships from and sold by Amazon.com.,23.05
1634,Celestron 127EQ PowerSeeker Telescope,2016-06-17,3,2,1,167.44,167.44,newideas Inc,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1635,Celestron 127EQ PowerSeeker Telescope,2016-06-17,4,3,2,167.49,167.49,munj1,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1636,Celestron 127EQ PowerSeeker Telescope,2016-06-17,5,4,3,169.99,169.99,Craft World & Action Hobbies,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1637,Celestron 127EQ PowerSeeker Telescope,2016-06-17,1,1,4,149.95,174.39,Amazon.com,Amazon,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1638,Celestron 127EQ PowerSeeker Telescope,2016-06-17,2,1,4,149.95,174.39,iSave,FBA,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1639,Celestron 127EQ PowerSeeker Telescope,2016-06-17,6,5,5,174.56,174.56,TheJungleStore,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1640,Celestron 127EQ PowerSeeker Telescope,2016-06-17,7,6,6,174.91,174.91,Winkie's Toys & Hobby,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1641,Celestron 127EQ PowerSeeker Telescope,2016-06-17,8,7,7,179,179,ShopLadder,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1642,Celestron 127EQ PowerSeeker Telescope,2016-06-17,9,8,8,181.9,181.9,Scientifics Online,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1643,Celestron 127EQ PowerSeeker Telescope,2016-06-17,10,9,9,183.04,183.04,NetLet,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1644,Celestron 127EQ PowerSeeker Telescope,2016-06-17,11,10,10,187.48,187.48,Pacific Coast Hobbies Inc.,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1645,Celestron 127EQ PowerSeeker Telescope,2016-06-17,12,11,11,209,209,thesiam1711,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1646,Celestron 127EQ PowerSeeker Telescope,2016-06-17,13,12,12,228.47,228.47,Kiba38,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1647,Celestron 127EQ PowerSeeker Telescope,2016-06-17,14,13,13,249.99,249.99,Novatronics,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1648,Celestron 127EQ PowerSeeker Telescope,2016-06-17,15,14,14,263.17,263.17,Nancy Pants Books,Other,149.95,Amazon,Ships from and sold by Amazon.com.,174.39
1649,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,1,1,1,65.98999999999999,74.54000000000001,Amazon.com,Amazon,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1650,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,2,2,2,72.98999999999999,81.54000000000001,stores123,FBA,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1651,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,3,3,3,73.76000000000001,82.31,iSave,FBA,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1652,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,21,18,4,85.81999999999999,85.81999999999999,iSave,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1653,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,4,4,5,86.79000000000001,86.79000000000001,"OpticsPlanet, Inc",Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1654,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,5,5,6,95.7,95.7,Entegron,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1655,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,6,6,7,96.92,96.92,BFF Nation,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1656,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,7,6,7,96.92,96.92,Shop by Convenience,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1657,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,8,7,8,97.68000000000001,97.68000000000001,FonsTech,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1658,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,9,8,9,98.75,98.75,DropAir,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1659,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,10,9,10,99.95,99.95,Red's Gear,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1660,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,11,9,10,99.95,99.95,BikeSomeWhere,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1661,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,12,10,11,100.03,100.03,Focus Camera,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1662,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,13,11,12,100.14,100.14,Foundry35,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1663,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,14,12,13,100.93,100.93,MEGAsale,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1664,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,15,13,14,101.9,101.9,"Marine Discount Center, LLC",Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1665,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,16,14,15,110.89,110.89,TheNewMall,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1666,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,17,15,16,111.34,111.34,Wholesale-Hunter,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1667,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,18,15,16,111.34,111.34,LG Outdoors,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1668,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,19,16,17,113.13,113.13,FuddleBucks,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1669,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,20,17,18,115.39,115.39,SNAFUsurvival,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1670,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,22,19,19,116.73,116.73,First Choice Unlimited,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1671,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,23,20,20,117.21,117.21,Coalburn Outdoor,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1672,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,24,21,21,118.63,118.63,V1-Store,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1673,Celestron 71008 SkyMaster 25x70 Binoculars (Black),2016-06-21,25,22,22,129.25,129.25,Buffalo Gap Outfitters,Other,65.98999999999999,Amazon,Ships from and sold by Amazon.com.,74.53999999999999
1674,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,1,1,1,184.99,184.99,Brookstone,Other,-1,O,Ships from and sold by Brookstone.,184.99
1675,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,2,2,2,193.16,193.16,iSave,Other,-1,O,Ships from and sold by Brookstone.,184.99
1676,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,3,3,3,194.95,194.95,OpticsCamp,Other,-1,O,Ships from and sold by Brookstone.,184.99
1677,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,4,4,4,238.7,238.7,Foundry35,Other,-1,O,Ships from and sold by Brookstone.,184.99
1678,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,6,6,5,239.95,239.95,AgenaAstro,Other,-1,O,Ships from and sold by Brookstone.,184.99
1679,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,7,6,5,239.95,239.95,Red's Gear,Other,-1,O,Ships from and sold by Brookstone.,184.99
1680,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,8,6,5,239.95,239.95,Idaho Camera & Adventure,Other,-1,O,Ships from and sold by Brookstone.,184.99
1681,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,9,7,6,241.76,241.76,"Marine Discount Center, LLC",Other,-1,O,Ships from and sold by Brookstone.,184.99
1682,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,5,5,7,239.95,247.08,Amazon.com,Amazon,-1,O,Ships from and sold by Brookstone.,184.99
1683,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,10,8,8,249.11,249.11,Toys US,Other,-1,O,Ships from and sold by Brookstone.,184.99
1684,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,11,9,9,250.28,250.28,FuddleBucks,Other,-1,O,Ships from and sold by Brookstone.,184.99
1685,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,12,10,10,254.81,254.81,George Sports,Other,-1,O,Ships from and sold by Brookstone.,184.99
1686,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,13,11,11,262.2,262.2,LG Outdoors,Other,-1,O,Ships from and sold by Brookstone.,184.99
1687,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,14,11,11,262.2,262.2,FonsTech,Other,-1,O,Ships from and sold by Brookstone.,184.99
1688,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,15,12,12,262.63,262.63,Wholesale-Hunter,Other,-1,O,Ships from and sold by Brookstone.,184.99
1689,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,16,13,13,264.45,264.45,SNAFUsurvival,Other,-1,O,Ships from and sold by Brookstone.,184.99
1690,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,17,14,14,265.89,265.89,MEGAsale,Other,-1,O,Ships from and sold by Brookstone.,184.99
1691,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,18,15,15,266,266,Entegron,Other,-1,O,Ships from and sold by Brookstone.,184.99
1692,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,19,16,16,269.09,269.09,salefolks,Other,-1,O,Ships from and sold by Brookstone.,184.99
1693,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,20,17,17,287.8,287.8,BikeSomeWhere,Other,-1,O,Ships from and sold by Brookstone.,184.99
1694,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,21,18,18,294.61,294.61,Nancy Pants Books,Other,-1,O,Ships from and sold by Brookstone.,184.99
1695,Celestron 71404 TrailSeeker 8x42 Binoculars (Army Green),2016-06-08,22,19,19,297.68,297.68,Coalburn Outdoor,Other,-1,O,Ships from and sold by Brookstone.,184.99
1696,"Coghlan's 8880 Airstop, 8 mL",2016-06-27,1,1,1,6.3,12.82,Amazon.com,Amazon,6.3,Amazon,Ships from and sold by Amazon.com.,12.82
1697,"Coghlan's 8880 Airstop, 8 mL",2016-06-27,2,2,2,44.02,44.02,Cutting Tools,Other,6.3,Amazon,Ships from and sold by Amazon.com.,12.82
1698,Coleman Oversized Quad Chair with Cooler,2016-09-06,1,1,1,21.8,27.38,Amazon.com,Amazon,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1699,Coleman Oversized Quad Chair with Cooler,2016-09-06,2,2,2,27.98,27.98,CloudMarket,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1700,Coleman Oversized Quad Chair with Cooler,2016-09-06,3,3,3,29.43,29.43,XoXoGroupLLC,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1701,Coleman Oversized Quad Chair with Cooler,2016-09-06,4,4,4,29.45,29.45,BornIcon,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1702,Coleman Oversized Quad Chair with Cooler,2016-09-06,5,5,5,31.16,31.16,CasGlobal,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1703,Coleman Oversized Quad Chair with Cooler,2016-09-06,6,6,6,32.3,32.3,Grand Sales Retail Deals,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1704,Coleman Oversized Quad Chair with Cooler,2016-09-06,7,7,7,33.16,33.16,my Goods,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1705,Coleman Oversized Quad Chair with Cooler,2016-09-06,8,8,8,33.26,33.26,AJS HOME GOODS,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1706,Coleman Oversized Quad Chair with Cooler,2016-09-06,9,9,9,33.6,33.6,Point and Ship,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1707,Coleman Oversized Quad Chair with Cooler,2016-09-06,10,10,10,33.88,33.88,sell4less85,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1708,Coleman Oversized Quad Chair with Cooler,2016-09-06,11,11,11,36.8,36.8,Progress Group,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1709,Coleman Oversized Quad Chair with Cooler,2016-09-06,12,12,12,36.9,36.9,AppliedProductCorp,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1710,Coleman Oversized Quad Chair with Cooler,2016-09-06,13,13,13,36.97,36.97,Joy to you,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1711,Coleman Oversized Quad Chair with Cooler,2016-09-06,14,14,14,36.98,36.98,Campmor,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1712,Coleman Oversized Quad Chair with Cooler,2016-09-06,15,15,15,37.41,37.41,Toys US,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1713,Coleman Oversized Quad Chair with Cooler,2016-09-06,16,16,16,37.46,37.46,5 Star Market,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1714,Coleman Oversized Quad Chair with Cooler,2016-09-06,17,17,17,37.71,37.71,SuperDealsHub,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1715,Coleman Oversized Quad Chair with Cooler,2016-09-06,18,18,18,37.85,37.85,PlumStruck,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1716,Coleman Oversized Quad Chair with Cooler,2016-09-06,19,19,19,38.89,38.89,Galactics,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1717,Coleman Oversized Quad Chair with Cooler,2016-09-06,20,20,20,38.93,38.93,justwhatiwanted,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1718,Coleman Oversized Quad Chair with Cooler,2016-09-06,21,21,21,39.4,39.4,sunny-sports,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1719,Coleman Oversized Quad Chair with Cooler,2016-09-06,22,22,22,40.04,40.04,Erwin Comp,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1720,Coleman Oversized Quad Chair with Cooler,2016-09-06,23,23,23,43.28,43.28,DataVision Computer Video,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1721,Coleman Oversized Quad Chair with Cooler,2016-09-06,24,24,24,43.6,43.6,Rover Mall,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1722,Coleman Oversized Quad Chair with Cooler,2016-09-06,25,25,25,45.48,45.48,HPP Enterprises,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1723,Coleman Oversized Quad Chair with Cooler,2016-09-06,26,26,26,45.92,45.92,Ledigold,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1724,Coleman Oversized Quad Chair with Cooler,2016-09-06,41,34,27,48.19,48.19,Progress Group,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1725,Coleman Oversized Quad Chair with Cooler,2016-09-06,27,27,28,49.21,49.21,V1-Store,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1726,Coleman Oversized Quad Chair with Cooler,2016-09-06,28,28,29,49.93,49.93,Seasonal Deals,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1727,Coleman Oversized Quad Chair with Cooler,2016-09-06,29,29,30,49.99,49.99,amazingdiscountdeals,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1728,Coleman Oversized Quad Chair with Cooler,2016-09-06,30,30,31,53.97,53.97,Intuitions,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1729,Coleman Oversized Quad Chair with Cooler,2016-09-06,42,35,31,53.97,53.97,Intuitions,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1730,Coleman Oversized Quad Chair with Cooler,2016-09-06,31,31,32,54.5,54.5,BigElephant,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1731,Coleman Oversized Quad Chair with Cooler,2016-09-06,32,32,33,54.99,54.99,VMInnovations,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1732,Coleman Oversized Quad Chair with Cooler,2016-09-06,33,33,34,55.55,55.55,D-Prompt,Other,21.8,Amazon,Ships from and sold by Amazon.com.,27.380000000000003
1733,Comfort Zone Feliway Refills,2016-09-06,1,1,1,18.72,18.72,IzzyGo448,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1734,Comfort Zone Feliway Refills,2016-09-06,3,3,2,21.44,21.44,Swan Lake Deals,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1735,Comfort Zone Feliway Refills,2016-09-06,4,4,3,21.5,21.5,Mustang Fliers,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1736,Comfort Zone Feliway Refills,2016-09-06,5,5,4,21.9,21.9,cbyrum,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1737,Comfort Zone Feliway Refills,2016-09-06,7,7,5,25.92,25.92,faithfor3,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1738,Comfort Zone Feliway Refills,2016-09-06,2,2,6,19.45,26.19,Amazon.com,Amazon,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1739,Comfort Zone Feliway Refills,2016-09-06,8,8,7,26.44,26.44,Petco,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1740,Comfort Zone Feliway Refills,2016-09-06,9,9,8,26.49,26.49,Monster Pets,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1741,Comfort Zone Feliway Refills,2016-09-06,21,20,8,26.49,26.49,Monster Pets,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1742,Comfort Zone Feliway Refills,2016-09-06,10,10,9,28.21,28.21,ROR Warehouse,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1743,Comfort Zone Feliway Refills,2016-09-06,11,11,10,29.68,29.68,Little Family Members,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1744,Comfort Zone Feliway Refills,2016-09-06,12,12,11,29.98,29.98,ValuePetSupplies,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1745,Comfort Zone Feliway Refills,2016-09-06,6,6,12,24.99,31.73,Consumer World Depot,FBA,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1746,Comfort Zone Feliway Refills,2016-09-06,13,13,13,32.96,32.96,Gatzies,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1747,Comfort Zone Feliway Refills,2016-09-06,14,14,14,33.06,33.06,Deal4K,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1748,Comfort Zone Feliway Refills,2016-09-06,16,16,15,35.58,35.58,EntirelyPets,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1749,Comfort Zone Feliway Refills,2016-09-06,17,17,16,35.95,35.95,KV Pet,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1750,Comfort Zone Feliway Refills,2016-09-06,18,18,17,35.98,35.98,Revival Animal Health,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1751,Comfort Zone Feliway Refills,2016-09-06,19,19,18,37.33,37.33,TheJungleStore,Other,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1752,Comfort Zone Feliway Refills,2016-09-06,15,15,19,34.19,40.93,HorseLoverZ / EasyPetStore,FBA,19.45,Amazon,Ships from and sold by Amazon.com.,26.189999999999998
1753,Cravegreens Pest Control Ultrasonic Repellent -Electronic Plug -In Repeller for Insects,2016-09-06,1,1,1,18.99,25.56,"Finelane, USA",FBA,18.99,FBA,"Sold by Finelane, USA and Fulfilled by Amazon.",25.56
1754,Cravegreens Pest Control Ultrasonic Repellent -Electronic Plug -In Repeller for Insects,2016-09-06,2,2,2,29.98,29.98,shor's store,Other,18.99,FBA,"Sold by Finelane, USA and Fulfilled by Amazon.",25.56
1755,Cravegreens Pest Control Ultrasonic Repellent -Electronic Plug -In Repeller for Insects,2016-09-06,3,3,3,29.99,29.99,Positive Store US,Other,18.99,FBA,"Sold by Finelane, USA and Fulfilled by Amazon.",25.56
1756,Crest 3D White Whitestrips Professional Effects - Teeth Whitening Kit 20 Treatments (Packaging May Vary),2016-06-21,3,3,1,37.75,37.75,in stock novelties llc,Other,37.04,Amazon,Ships from and sold by Amazon.com.,42.519999999999996
1757,Crest 3D White Whitestrips Professional Effects - Teeth Whitening Kit 20 Treatments (Packaging May Vary),2016-06-21,4,3,1,37.75,37.75,Hunterz,Other,37.04,Amazon,Ships from and sold by Amazon.com.,42.519999999999996
1758,Crest 3D White Whitestrips Professional Effects - Teeth Whitening Kit 20 Treatments (Packaging May Vary),2016-06-21,21,16,1,37.75,37.75,iMarkets,Other,37.04,Amazon,Ships from and sold by Amazon.com.,42.519999999999996
1759,Crest 3D White Whitestrips Professional Effects - Teeth Whitening Kit 20 Treatments (Packaging May Vary),2016-06-21,1,1,2,36.49,41.97,iMarkets,FBA,37.04,Amazon,Ships from and sold by Amazon.com.,42.519999999999996
