Index,ProductName,ScrapeDate,ScrapedIndex,ScrapedIndexTrueRank,CorrectedIndexTrueRank,ScrapedIndexPrice,CorrectedPrice,ScrapedIndexVendor,ScrapedIndexVendorType,BBScrapedPrice,BBVendorType,BBVendor,BBCorrectedPrice
3904,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,5,5,4,82.04000000000001,82.04000000000001,Ron's Home and Hardware,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3905,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,6,6,5,82.11,82.11,SJS Commercial,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3906,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,7,7,6,82.48,82.48,Gatzies,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3907,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,1,1,7,74.88,83.44,Amazon.com,Amazon,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3908,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,8,8,8,85.09999999999999,85.09999999999999,FairShop,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3909,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,9,9,9,85.47,85.47,Home Design Hardware,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3910,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,10,10,10,85.48999999999999,85.48999999999999,Wayfair,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3911,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,11,11,11,87.04000000000001,87.04000000000001,Life and Home,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3912,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,12,12,12,88.67,88.67,Bargain The People,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3913,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,13,13,13,89.59999999999999,89.59999999999999,Showerdoordirect,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3914,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,14,14,14,91.90000000000001,91.90000000000001,Longbottom & Hardsaw Inc,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3915,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,15,15,15,93.79000000000001,93.79000000000001,Farm & Home Supply Center,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3916,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,16,16,16,94.06,94.06,DealYard,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3917,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,17,17,17,95.09999999999999,95.09999999999999,C & M Trade,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3918,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,18,18,18,95.94,95.94,Direct Home Supplies,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3919,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,31,30,19,97.04000000000001,97.04000000000001,Direct Home Supplies,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3920,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,19,19,20,99.64,99.64,MeagaDeal,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3921,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,20,20,21,101.41,101.41,ZipZab,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3922,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,21,21,22,101.58,101.58,Farm & City Supply,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3923,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,22,22,23,102.88,102.88,BornIcon,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3924,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,23,23,24,106.89,106.89,indeHomes,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3925,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,24,24,25,113.97,113.97,Toys US,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3926,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,25,25,26,117.16,117.16,Vanguard Wholesale,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3927,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,26,26,27,120.7,120.7,Broadstone Store,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3928,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,27,27,28,130.2,130.2,Online Discount Center,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3929,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,28,28,29,142.27,142.27,V1-Store,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3930,"Kwikset 96870-100 Belleview SmartKey Single Cylinder Handleset with Cove Knob, Venetian Bronze",2016-06-07,29,29,30,148.8,148.8,DataAlchemy,Other,74.88,Amazon,Ships from and sold by Amazon.com.,83.44
3931,Lamaze Peek-A-Boo Forest Soft Book,2016-06-13,1,1,1,10.79,16.92,Amazon.com,Amazon,10.79,Amazon,Ships from and sold by Amazon.com.,16.919999999999998
3932,Lamaze Peek-A-Boo Forest Soft Book,2016-06-13,3,3,2,19.59,19.59,TheNewMall,Other,10.79,Amazon,Ships from and sold by Amazon.com.,16.919999999999998
3933,Lamaze Peek-A-Boo Forest Soft Book,2016-06-13,4,4,3,19.94,19.94,Fat Brain Toys,Other,10.79,Amazon,Ships from and sold by Amazon.com.,16.919999999999998
3934,Lamaze Peek-A-Boo Forest Soft Book,2016-06-13,5,5,4,20.45,20.45,HomeOnline,Other,10.79,Amazon,Ships from and sold by Amazon.com.,16.919999999999998
3935,Lamaze Peek-A-Boo Forest Soft Book,2016-06-13,2,2,5,14.99,21.12,Best Service Stores,FBA,10.79,Amazon,Ships from and sold by Amazon.com.,16.919999999999998
3936,Lamaze Peek-A-Boo Forest Soft Book,2016-06-13,6,6,6,21.58,21.58,Kidsland,Other,10.79,Amazon,Ships from and sold by Amazon.com.,16.919999999999998
3937,Lamaze Peek-A-Boo Forest Soft Book,2016-06-13,7,7,7,27.98,27.98,TheNewMall,Other,10.79,Amazon,Ships from and sold by Amazon.com.,16.919999999999998
3938,Lamaze Peek-A-Boo Forest Soft Book,2016-06-13,8,8,8,31.31,31.31,TheNewMall,Other,10.79,Amazon,Ships from and sold by Amazon.com.,16.919999999999998
3939,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,1,1,1,11,11,El Garaje,Other,11,O,Ships from and sold by El Garaje.,11.0
3940,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,2,2,2,11.7,11.7,Peak Perks,Other,11,O,Ships from and sold by El Garaje.,11.0
3941,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,3,2,2,11.7,11.7,Kest Enterprises,Other,11,O,Ships from and sold by El Garaje.,11.0
3942,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,4,2,2,11.7,11.7,Shop by Convenience,Other,11,O,Ships from and sold by El Garaje.,11.0
3943,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,5,2,2,11.7,11.7,BFF Nation,Other,11,O,Ships from and sold by El Garaje.,11.0
3944,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,6,3,3,11.85,11.85,Shop Easy-,Other,11,O,Ships from and sold by El Garaje.,11.0
3945,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,7,4,4,11.85,11.85,American Delivery Service,Other,11,O,Ships from and sold by El Garaje.,11.0
3946,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,8,5,5,11.86,11.86,HOTSALEONLINE,Other,11,O,Ships from and sold by El Garaje.,11.0
3947,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,9,6,6,12.06,12.06,XpW,Other,11,O,Ships from and sold by El Garaje.,11.0
3948,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,41,36,6,12.06,12.06,XpW,Other,11,O,Ships from and sold by El Garaje.,11.0
3949,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,10,7,7,12.15,12.15,TradeDeal,Other,11,O,Ships from and sold by El Garaje.,11.0
3950,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,11,8,8,12.49,12.49,Axis2000LLC,Other,11,O,Ships from and sold by El Garaje.,11.0
3951,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,12,8,8,12.49,12.49,MeagaDeal,Other,11,O,Ships from and sold by El Garaje.,11.0
3952,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,13,9,9,12.69,12.69,SWEET DEAL!,Other,11,O,Ships from and sold by El Garaje.,11.0
3953,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,14,10,10,12.89,12.89,XoXoGroupLLC,Other,11,O,Ships from and sold by El Garaje.,11.0
3954,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,15,11,11,13.49,13.49,TheNewMall,Other,11,O,Ships from and sold by El Garaje.,11.0
3955,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,16,12,12,22.47,22.47,Prime Central Store,Other,11,O,Ships from and sold by El Garaje.,11.0
3956,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,17,13,13,24.02,24.02,Independence Fulfillment Services,Other,11,O,Ships from and sold by El Garaje.,11.0
3957,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,18,14,14,24.15,24.15,Buy DMi Inc,Other,11,O,Ships from and sold by El Garaje.,11.0
3958,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,42,37,15,24.9,24.9,Buy DMi Inc,Other,11,O,Ships from and sold by El Garaje.,11.0
3959,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,51,44,15,24.9,24.9,Buy DMi Inc,Other,11,O,Ships from and sold by El Garaje.,11.0
3960,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,19,15,16,25,25,Ayden Mart,Other,11,O,Ships from and sold by El Garaje.,11.0
3961,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,20,16,17,25.23,25.23,"SIM Supply, Inc.",Other,11,O,Ships from and sold by El Garaje.,11.0
3962,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,21,17,18,25.31,25.31,BisonOffice,Other,11,O,Ships from and sold by El Garaje.,11.0
3963,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,22,18,19,25.43,25.43,MyOfficeInnovations,Other,11,O,Ships from and sold by El Garaje.,11.0
3964,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,43,38,19,25.43,25.43,MyOfficeInnovations,Other,11,O,Ships from and sold by El Garaje.,11.0
3965,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,52,45,19,25.43,25.43,MyOfficeInnovations,Other,11,O,Ships from and sold by El Garaje.,11.0
3966,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,61,53,19,25.43,25.43,MyOfficeInnovations,Other,11,O,Ships from and sold by El Garaje.,11.0
3967,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,62,53,19,25.43,25.43,MyOfficeInnovations,Other,11,O,Ships from and sold by El Garaje.,11.0
3968,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,71,60,19,25.43,25.43,MyOfficeInnovations,Other,11,O,Ships from and sold by El Garaje.,11.0
3969,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,23,19,20,26.25,26.25,Wrigley's Business Products and Services,Other,11,O,Ships from and sold by El Garaje.,11.0
3970,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,24,20,21,26.44,26.44,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
3971,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,25,21,22,26.49,26.49,OFFICE CHASE CORP.,Other,11,O,Ships from and sold by El Garaje.,11.0
3972,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,26,22,23,26.55,26.55,FoodserviceDirect Inc.,Other,11,O,Ships from and sold by El Garaje.,11.0
3973,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,27,23,24,26.81,26.81,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
3974,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,44,39,24,26.81,26.81,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
3975,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,53,46,24,26.81,26.81,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
3976,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,28,24,25,27.18,27.18,Office Quarters,Other,11,O,Ships from and sold by El Garaje.,11.0
3977,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,45,40,25,27.18,27.18,Office Quarters,Other,11,O,Ships from and sold by El Garaje.,11.0
3978,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,54,47,25,27.18,27.18,Office Quarters,Other,11,O,Ships from and sold by El Garaje.,11.0
3979,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,29,25,26,27.57,27.57,PLEXSUPPLY,Other,11,O,Ships from and sold by El Garaje.,11.0
3980,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,30,25,26,27.57,27.57,Zuma Office Supply,Other,11,O,Ships from and sold by El Garaje.,11.0
3981,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,46,41,27,27.59,27.59,Independence Fulfillment Services,Other,11,O,Ships from and sold by El Garaje.,11.0
3982,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,55,48,28,28.24,28.24,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
3983,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,31,26,29,28.44,28.44,K&K Kandies,Other,11,O,Ships from and sold by El Garaje.,11.0
3984,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,56,49,29,28.44,28.44,K&K Kandies,Other,11,O,Ships from and sold by El Garaje.,11.0
3985,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,57,49,29,28.44,28.44,K&K Kandies,Other,11,O,Ships from and sold by El Garaje.,11.0
3986,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,63,54,30,29.54,29.54,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
3987,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,58,50,31,29.85,29.85,PLEXSUPPLY,Other,11,O,Ships from and sold by El Garaje.,11.0
3988,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,59,51,32,30.12,30.12,TheNewMall,Other,11,O,Ships from and sold by El Garaje.,11.0
3989,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,32,27,33,30.43,30.43,BIC Warehouse,Other,11,O,Ships from and sold by El Garaje.,11.0
3990,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,64,55,34,31.53,31.53,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
3991,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,33,28,35,32.85,32.85,BestSource OfficeSupplies,Other,11,O,Ships from and sold by El Garaje.,11.0
3992,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,34,29,36,33.2,33.2,Shoplet,Other,11,O,Ships from and sold by El Garaje.,11.0
3993,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,35,30,37,33.35,33.35,axiscoreshop,Other,11,O,Ships from and sold by El Garaje.,11.0
3994,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,65,56,38,33.49,33.49,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
3995,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,66,56,38,33.49,33.49,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
3996,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,72,61,38,33.49,33.49,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
3997,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,73,61,38,33.49,33.49,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
3998,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,74,61,38,33.49,33.49,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
3999,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,81,66,38,33.49,33.49,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
4000,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,82,66,38,33.49,33.49,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
4001,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,83,66,38,33.49,33.49,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
4002,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,84,66,38,33.49,33.49,MotivationUSA,Other,11,O,Ships from and sold by El Garaje.,11.0
4003,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,36,31,39,33.58,33.58,C & M Trade,Other,11,O,Ships from and sold by El Garaje.,11.0
4004,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,67,57,40,33.64,33.64,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
4005,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,75,62,41,33.74,33.74,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
4006,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,37,32,42,34.06,34.06,Fusion Imports,Other,11,O,Ships from and sold by El Garaje.,11.0
4007,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,76,63,43,34.54,34.54,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
4008,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,68,58,44,34.98,34.98,XpW,Other,11,O,Ships from and sold by El Garaje.,11.0
4009,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,38,33,45,35.02,35.02,"Global Supplies (We currently can't ship to, HI, AK,APO,FPO, POB)",Other,11,O,Ships from and sold by El Garaje.,11.0
4010,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,77,64,46,35.04,35.04,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
4011,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,85,67,46,35.04,35.04,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
4012,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,86,67,46,35.04,35.04,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
4013,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,39,34,47,35.28,35.28,Alliance(Supply),Other,11,O,Ships from and sold by El Garaje.,11.0
4014,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,40,35,48,35.99,35.99,gobaliku,Other,11,O,Ships from and sold by El Garaje.,11.0
4015,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,87,68,49,37.08,37.08,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
4016,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,88,68,49,37.08,37.08,Daily Market,Other,11,O,Ships from and sold by El Garaje.,11.0
4017,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,47,42,50,37.99,37.99,***** AMAZING DEALS LIMITED SUPPLIES *****,Other,11,O,Ships from and sold by El Garaje.,11.0
4018,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,48,43,51,38.71,38.71,Free Shipping Tigers,Other,11,O,Ships from and sold by El Garaje.,11.0
4019,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,60,52,51,38.71,38.71,Free Shipping Tigers,Other,11,O,Ships from and sold by El Garaje.,11.0
4020,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,69,59,51,38.71,38.71,Free Shipping Tigers,Other,11,O,Ships from and sold by El Garaje.,11.0
4021,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,70,59,51,38.71,38.71,Free Shipping Tigers,Other,11,O,Ships from and sold by El Garaje.,11.0
4022,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,78,65,51,38.71,38.71,Free Shipping Tigers,Other,11,O,Ships from and sold by El Garaje.,11.0
4023,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,79,65,51,38.71,38.71,Free Shipping Tigers,Other,11,O,Ships from and sold by El Garaje.,11.0
4024,"Land Lakes Mini Moos Creamer, Half and Half Cups, 192 Count",2016-06-27,80,65,51,38.71,38.71,Free Shipping Tigers,Other,11,O,Ships from and sold by El Garaje.,11.0
4025,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,1,1,1,51.06,51.06,BabyEarth,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4026,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,2,2,2,55.49,55.49,CPGROUP,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4027,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,4,4,3,58.9,58.9,BabyAge,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4028,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,6,6,4,59.89,59.89,"Diapers.com (Quidsi Retail, an Amazon company)",Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4029,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,7,7,5,67.09,67.09,Seasonal Deals,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4030,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,8,7,5,67.09,67.09,Marketplaceace,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4031,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,3,3,6,57.29,67.43000000000001,Amazon.com,Amazon,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4032,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,9,8,7,67.48999999999999,67.48999999999999,MobilefuN,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4033,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,10,9,8,67.95999999999999,67.95999999999999,Meislin CNY Sales,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4034,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,11,10,9,68.22,68.22,LorenePatton2015,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4035,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,12,11,10,69.87,69.87,Marketing Allegiance,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4036,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,5,5,11,59.89,70.03,Quidsi Retail LLC,FBA,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4037,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,13,12,12,70.52,70.52,sell4less85,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4038,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,14,13,13,71.2,71.2,Baby Town,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4039,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,15,14,14,74.48,74.48,e-Shop Direct,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4040,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,16,15,15,74.98999999999999,74.98999999999999,Box O' Mart,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4041,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,17,16,16,78.34,78.34,Discountdepot53,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4042,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,18,17,17,78.59,78.59,American Premium Store,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4043,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,19,18,18,79.8,79.8,DropAir,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4044,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,20,19,19,83.48999999999999,83.48999999999999,True .Mark,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4045,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,21,20,20,83.98999999999999,83.98999999999999,TheNewMall,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4046,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,22,21,21,89.98999999999999,89.98999999999999,Moses Boutique,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
4047,"Leachco Snoogle Total Body Pillow, Ivory",2016-06-27,23,22,22,90,90,North America Traders,Other,57.29,Amazon,Ships from and sold by Amazon.com.,67.43
